waveform	Ch0	
t0	3/24/2022  12:11:44.922525	
delta t	2.000000E-6	

time[0]	Ch0
3/24/2022  12:11:44.923057	-1.054130E+1
3/24/2022  12:11:44.923059	-1.054130E+1
3/24/2022  12:11:44.923061	-1.054130E+1
3/24/2022  12:11:44.923063	-1.054130E+1
3/24/2022  12:11:44.923065	-1.054130E+1
3/24/2022  12:11:44.923067	-1.054130E+1
3/24/2022  12:11:44.923069	-1.054130E+1
3/24/2022  12:11:44.923071	-1.054130E+1
3/24/2022  12:11:44.923073	-1.054130E+1
3/24/2022  12:11:44.923075	-1.054130E+1
3/24/2022  12:11:44.923077	-1.054130E+1
3/24/2022  12:11:44.923079	-1.054130E+1
3/24/2022  12:11:44.923081	-1.054130E+1
3/24/2022  12:11:44.923083	-1.054130E+1
3/24/2022  12:11:44.923085	-1.054130E+1
3/24/2022  12:11:44.923087	-1.054130E+1
3/24/2022  12:11:44.923089	-1.054130E+1
3/24/2022  12:11:44.923091	-1.054130E+1
3/24/2022  12:11:44.923093	-1.054130E+1
3/24/2022  12:11:44.923095	-1.054130E+1
3/24/2022  12:11:44.923097	-1.054130E+1
3/24/2022  12:11:44.923099	-1.054130E+1
3/24/2022  12:11:44.923101	-1.054130E+1
3/24/2022  12:11:44.923103	-1.054130E+1
3/24/2022  12:11:44.923105	-1.054130E+1
3/24/2022  12:11:44.923107	-1.054130E+1
3/24/2022  12:11:44.923109	-1.054130E+1
3/24/2022  12:11:44.923111	-1.054130E+1
3/24/2022  12:11:44.923113	-1.054130E+1
3/24/2022  12:11:44.923115	-1.054130E+1
3/24/2022  12:11:44.923117	-1.054130E+1
3/24/2022  12:11:44.923119	-1.054130E+1
3/24/2022  12:11:44.923121	-1.054130E+1
3/24/2022  12:11:44.923123	-1.054130E+1
3/24/2022  12:11:44.923125	-1.054130E+1
3/24/2022  12:11:44.923127	-1.054130E+1
3/24/2022  12:11:44.923129	-1.054130E+1
3/24/2022  12:11:44.923131	-1.054130E+1
3/24/2022  12:11:44.923133	-1.054130E+1
3/24/2022  12:11:44.923135	-1.054130E+1
3/24/2022  12:11:44.923137	-1.054130E+1
3/24/2022  12:11:44.923139	-1.054130E+1
3/24/2022  12:11:44.923141	-1.054130E+1
3/24/2022  12:11:44.923143	-1.054130E+1
3/24/2022  12:11:44.923145	-1.054130E+1
3/24/2022  12:11:44.923147	-1.054130E+1
3/24/2022  12:11:44.923149	-1.054130E+1
3/24/2022  12:11:44.923151	-1.054130E+1
3/24/2022  12:11:44.923153	-1.054130E+1
3/24/2022  12:11:44.923155	-1.054130E+1
3/24/2022  12:11:44.923157	-1.054130E+1
3/24/2022  12:11:44.923159	-1.054130E+1
3/24/2022  12:11:44.923161	-1.054130E+1
3/24/2022  12:11:44.923163	-1.054130E+1
3/24/2022  12:11:44.923165	-1.054130E+1
3/24/2022  12:11:44.923167	-1.054130E+1
3/24/2022  12:11:44.923169	-1.054130E+1
3/24/2022  12:11:44.923171	-1.054130E+1
3/24/2022  12:11:44.923173	-1.054130E+1
3/24/2022  12:11:44.923175	-1.054130E+1
3/24/2022  12:11:44.923177	-1.054130E+1
3/24/2022  12:11:44.923179	-1.054130E+1
3/24/2022  12:11:44.923181	-1.054130E+1
3/24/2022  12:11:44.923183	-1.054130E+1
3/24/2022  12:11:44.923185	-1.054130E+1
3/24/2022  12:11:44.923187	-1.054130E+1
3/24/2022  12:11:44.923189	-1.054130E+1
3/24/2022  12:11:44.923191	-1.054130E+1
3/24/2022  12:11:44.923193	-1.054130E+1
3/24/2022  12:11:44.923195	-1.054130E+1
3/24/2022  12:11:44.923197	-1.054130E+1
3/24/2022  12:11:44.923199	-1.054130E+1
3/24/2022  12:11:44.923201	-1.054130E+1
3/24/2022  12:11:44.923203	-1.054130E+1
3/24/2022  12:11:44.923205	-5.092089E+0
3/24/2022  12:11:44.923207	2.462463E+0
3/24/2022  12:11:44.923209	9.984963E+0
3/24/2022  12:11:44.923211	1.053987E+1
3/24/2022  12:11:44.923213	1.053987E+1
3/24/2022  12:11:44.923215	1.053987E+1
3/24/2022  12:11:44.923217	1.053987E+1
3/24/2022  12:11:44.923219	1.053987E+1
3/24/2022  12:11:44.923221	1.053987E+1
3/24/2022  12:11:44.923223	1.053987E+1
3/24/2022  12:11:44.923225	1.053987E+1
3/24/2022  12:11:44.923227	1.053987E+1
3/24/2022  12:11:44.923229	1.053987E+1
